,location,name,nid,rank,rank_order,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,percentage_male,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,subjects_offered,url,male_students
966,Egypt,South Valley University,587901,801–1000,967,18.7,885,31.7,1080,44.5,544,15.6–21.4,6.5,1082,14.7,1095,50.0,52098,1%,60.8,"Other Health,Civil Engineering,Agriculture & Forestry,Accounting & Finance,Geography,Sociology,Biological Sciences,General Engineering,Law,Art, Performing Arts & Design,Communication & Media Studies,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Psychology,Archaeology,Politics & International Studies (incl Development Studies),Business & Management,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Mathematics & Statistics,Education,Computer Science,Architecture,Veterinary Science,Sport Science,Medicine & Dentistry,Chemistry,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy",/world-university-rankings/south-valley-university,26049.0
967,India,Sri Venkateswara University,587880,801–1000,968,20.2,863,32.5,939,18.5,1006,15.6–21.4,9.4,934,34.0,288,67.0,7663,0%,14.1,"Chemical Engineering,Other Health,Mechanical & Aerospace Engineering,Psychology,Business & Management,Sociology,Archaeology,Art, Performing Arts & Design,Languages, Literature & Linguistics,Physics & Astronomy,Sport Science,Biological Sciences,Computer Science,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Geography,History, Philosophy & Theology,Accounting & Finance,Law,Mathematics & Statistics,Chemistry,Education,Economics & Econometrics",/world-university-rankings/sri-venkateswara-university,5134.0
968,Brazil,State University of Ponta Grossa,621429,801–1000,969,13.2,976,31.7,1081,15.5,1073,15.6–21.4,17.8,589,20.1,818,45.0,8219,1%,8.6,"Business & Management,History, Philosophy & Theology,Accounting & Finance,Agriculture & Forestry,Law,Medicine & Dentistry,Economics & Econometrics,Art, Performing Arts & Design,Other Health,Computer Science,Languages, Literature & Linguistics,Civil Engineering,Biological Sciences,Mathematics & Statistics,Physics & Astronomy,Communication & Media Studies,Chemistry,Education,Geography",/world-university-rankings/state-university-ponta-grossa,3698.0
969,Egypt,Suez Canal University,131354,801–1000,970,31.9,714,0.5,1099,45.4,527,15.6–21.4,7.0,1071,18.2,946,42.0,33846,1%,12.7,"Electrical & Electronic Engineering,History, Philosophy & Theology,Biological Sciences,Veterinary Science,Mechanical & Aerospace Engineering,Agriculture & Forestry,Business & Management,Medicine & Dentistry,Sport Science,Languages, Literature & Linguistics,Education,Chemistry,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Psychology,Other Health,Accounting & Finance,Mathematics & Statistics,Physics & Astronomy,Computer Science",/world-university-rankings/suez-canal-university,14215.0
970,Oman,Sultan Qaboos University,131572,801–1000,971,15.7,934,47.9,311,71.4,212,15.6–21.4,10.0,906,22.2,694,50.0,7623,3%,8.0,"Economics & Econometrics,Agriculture & Forestry,Law,Politics & International Studies (incl Development Studies),Other Health,Art, Performing Arts & Design,Education,Sociology,Medicine & Dentistry",/world-university-rankings/sultan-qaboos-university,3811.0
971,Chile,University of Talca,131660,801–1000,972,20.7,853,1.0,1095,49.2,462,15.6–21.4,10.4,882,15.7,1067,49.0,10532,1%,24.6,"Psychology,Other Health,Architecture,Law,Education,General Engineering,Accounting & Finance,Civil Engineering,Medicine & Dentistry",/world-university-rankings/university-talca,5160.0
972,Ukraine,Taras Shevchenko National University of Kyiv,131734,801–1000,973,7.6,1055,32.5,940,33.5,714,15.6–21.4,10.1,900,27.3,457,38.0,22152,4%,8.7,"Psychology,Business & Management,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,Archaeology,Geology, Environmental, Earth & Marine Sciences,Other Health,Physics & Astronomy,Education,Computer Science,Agriculture & Forestry,Biological Sciences,Art, Performing Arts & Design,Chemistry,Accounting & Finance,History, Philosophy & Theology,Sociology,Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies),Law",/world-university-rankings/taras-shevchenko-national-university-kyiv,8417.0
973,Slovakia,Technical University of Košice,623922,801–1000,974,23.5,821,41.9,424,19.5,985,15.6–21.4,12.4,774,21.4,735,70.0,9714,3%,12.3,"Art, Performing Arts & Design,Civil Engineering,Computer Science,General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Architecture,Mechanical & Aerospace Engineering",/world-university-rankings/technical-university-kosice,6799.0
974,Malaysia,Universiti Tenaga Nasional (UNITEN),603210,801–1000,975,28.6,748,73.4,115,30.7,757,15.6–21.4,11.7,815,17.1,1004,59.0,8231,7%,22.1,"Mechanical & Aerospace Engineering,Computer Science,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/universiti-tenaga-nasional-uniten,4856.0
975,United States,Texas State University,594695,801–1000,976,25.2,802,32.6,931,17.5,1031,15.6–21.4,12.0,795,21.2,744,43.0,30054,1%,20.4,"History, Philosophy & Theology,Psychology,Languages, Literature & Linguistics,Physics & Astronomy,Agriculture & Forestry,Mathematics & Statistics,Sport Science,Chemistry,Law,Economics & Econometrics,Other Health,Sociology,Education,Civil Engineering,Communication & Media Studies,Business & Management,Accounting & Finance,Archaeology,Politics & International Studies (incl Development Studies),General Engineering,Biological Sciences,Architecture,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Computer Science,Geography,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/texas-state-university,12923.0
976,India,Thapar University,624714,801–1000,977,28.5,750,32.1,1003,13.4,1094,15.6–21.4,7.7,1036,19.1,880,71.0,5576,1%,14.3,"Physics & Astronomy,Psychology,Chemical Engineering,General Engineering,Business & Management,Mechanical & Aerospace Engineering,Economics & Econometrics,Computer Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Chemistry,Mathematics & Statistics",/world-university-rankings/thapar-university,3958.0
977,Algeria,University of Tlemcen,587841,801–1000,978,4.8,1077,31.9,1040,40.0,612,15.6–21.4,8.0,1015,27.9,441,33.0,42407,1%,23.8,"Economics & Econometrics,Chemical Engineering,Biological Sciences,Electrical & Electronic Engineering,Law,Languages, Literature & Linguistics,Medicine & Dentistry,Accounting & Finance,Art, Performing Arts & Design,Computer Science,Other Health,Physics & Astronomy,General Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Agriculture & Forestry,Civil Engineering,Mathematics & Statistics,Architecture,Psychology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Business & Management,Sociology,Archaeology,Chemistry",/world-university-rankings/university-tlemcen,13994.0
978,Turkey,TOBB University of Economics and Technology,131687,801–1000,979,31.1,724,32.4,960,26.9,827,15.6–21.4,10.2,893,15.6,1072,55.0,5053,1%,16.0,"Art, Performing Arts & Design,Medicine & Dentistry,Architecture,History, Philosophy & Theology,Electrical & Electronic Engineering,Business & Management,Mechanical & Aerospace Engineering,General Engineering,Politics & International Studies (incl Development Studies),Law,Psychology,Mathematics & Statistics,Languages, Literature & Linguistics,Computer Science,Economics & Econometrics",/world-university-rankings/tobb-university-economics-and-technology,2779.0
979,Japan,Tokai University,131413,801–1000,980,17.5,903,34.3,774,22.9,899,15.6–21.4,8.3,999,19.6,848,73.0,30061,2%,12.8,"Computer Science,Electrical & Electronic Engineering,Sociology,Other Health,Communication & Media Studies,Architecture,Chemical Engineering,Chemistry,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Archaeology,Art, Performing Arts & Design,Psychology,Mathematics & Statistics,History, Philosophy & Theology,Languages, Literature & Linguistics,Medicine & Dentistry,General Engineering,Sport Science,Physics & Astronomy,Business & Management,Biological Sciences,Politics & International Studies (incl Development Studies),Economics & Econometrics,Law,Civil Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/tokai-university,21944.0
980,Japan,Tokushima University,131742,801–1000,981,16.0,929,55.8,224,20.4,963,15.6–21.4,18.1,580,23.7,613,66.0,7543,3%,8.6,"Other Health,Biological Sciences,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Civil Engineering,Agriculture & Forestry,General Engineering,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Chemical Engineering,Art, Performing Arts & Design,Medicine & Dentistry",/world-university-rankings/tokushima-university,4978.0
981,Japan,Tokyo University of Marine Science and Technology,131398,801–1000,982,11.6,998,50.9,274,28.6,795,15.6–21.4,12.8,756,23.8,607,67.0,2660,7%,11.1,Biological Sciences,/world-university-rankings/tokyo-university-marine-science-and-technology,1782.0
982,Czech Republic,Tomas Bata University in Zlín,589364,801–1000,983,13.4,971,33.6,832,33.6,711,15.6–21.4,13.0,745,17.9,967,41.0,9263,9%,21.2,"Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Accounting & Finance,Economics & Econometrics,Education,Electrical & Electronic Engineering,Communication & Media Studies,Art, Performing Arts & Design,Chemical Engineering,Computer Science,Mechanical & Aerospace Engineering,Business & Management,General Engineering,Sociology,Other Health",/world-university-rankings/tomas-bata-university-zlin,3797.0
983,Japan,University of Toyama,589241,801–1000,984,17.2,909,39.9,485,26.2,835,15.6–21.4,11.6,822,20.5,794,61.0,9326,4%,11.4,"General Engineering,Geography,Mechanical & Aerospace Engineering,Economics & Econometrics,Other Health,Architecture,Accounting & Finance,Education,Physics & Astronomy,Chemistry,Biological Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Chemical Engineering,Medicine & Dentistry,Mathematics & Statistics,Law,Psychology",/world-university-rankings/university-toyama,5688.0
984,Japan,Toyohashi University of Technology (TUT),131816,801–1000,985,16.1,927,46.1,336,24.2,871,15.6–21.4,16.7,617,21.1,752,91.0,2350,7%,9.9,"Electrical & Electronic Engineering,Civil Engineering,Architecture,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,General Engineering,Computer Science",/world-university-rankings/toyohashi-university-technology-tut,2138.0
985,Chile,University of Valparaíso,131453,801–1000,986,19.2,875,32.1,1005,46.3,511,15.6–21.4,8.2,1007,15.9,1065,43.0,15654,3%,17.4,"Accounting & Finance,Law,Business & Management,Civil Engineering,Medicine & Dentistry,Sociology,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Architecture,Chemistry,Education,Physics & Astronomy,Psychology,Mathematics & Statistics,Other Health,Computer Science",/world-university-rankings/university-valparaiso,6731.0
986,India,VIT University,587706,801–1000,987,24.5,812,33.0,893,22.6,903,15.6–21.4,8.9,970,17.8,971,75.0,30473,3%,18.1,"Business & Management,Economics & Econometrics,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Computer Science,Biological Sciences,Chemistry,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/vit-university,22854.0
987,Czech Republic,VŠB - Technical University of Ostrava,131319,801–1000,988,12.8,982,39.5,500,30.4,764,15.6–21.4,13.1,742,18.6,918,42.0,18270,8%,23.4,"Computer Science,Economics & Econometrics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/vsb-technical-university-ostrava,
988,Czech Republic,University of West Bohemia,131333,801–1000,989,13.6,967,35.7,689,26.4,834,15.6–21.4,11.8,809,18.5,926,49.0,12991,3%,18.7,"Education,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Other Health,Law,General Engineering,Economics & Econometrics,Computer Science,Geography,Physics & Astronomy,Sociology,Business & Management,History, Philosophy & Theology,Art, Performing Arts & Design,Accounting & Finance,Architecture,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Archaeology,Electrical & Electronic Engineering",/world-university-rankings/university-west-bohemia,6365.0
989,Romania,West University of Timişoara,131390,801–1000,990,26.3,778,31.8,1059,30.7,758,15.6–21.4,7.8,1031,20.1,821,35.0,13524,4%,17.0,"Communication & Media Studies,Computer Science,Physics & Astronomy,Education,Biological Sciences,Accounting & Finance,Sociology,Languages, Literature & Linguistics,Psychology,Mathematics & Statistics,Business & Management,Economics & Econometrics,Law,Geography,Art, Performing Arts & Design,Sport Science,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Chemistry",/world-university-rankings/west-university-timisoara,4733.0
990,Poland,University of Wrocław,623118,801–1000,991,25.8,790,33.8,813,32.5,730,15.6–21.4,10.9,854,20.1,822,35.0,23852,3%,12.9,"Physics & Astronomy,Education,Law,Psychology,Archaeology,Business & Management,Geology, Environmental, Earth & Marine Sciences,Geography,Chemistry,Communication & Media Studies,Mathematics & Statistics,Sociology,Economics & Econometrics,Biological Sciences,Languages, Literature & Linguistics,Computer Science,History, Philosophy & Theology,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-wroclaw,
